date,metric_name,metric_description,metric_owner,metric_value,period_type,period_value
2024-03-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.04095529528234184,Fiscal Period,FY2024_Q1
2024-04-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.040279526499965655,Fiscal Period,FY2024_Q2
2024-05-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.04880670392510345,Fiscal Period,FY2024_Q2
2024-06-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.05399039319160995,Fiscal Period,FY2024_Q2
2024-07-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.058712217884174134,Fiscal Period,FY2023_Q3
2024-08-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.05812984726262558,Fiscal Period,FY2023_Q3
2024-09-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.058085364235972554,Fiscal Period,FY2023_Q3
2024-10-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.05361702725972869,Fiscal Period,FY2023_Q4
2024-11-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.05382801134275128,Fiscal Period,FY2023_Q4
2024-12-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.05118471299291665,Fiscal Period,FY2023_Q4
2025-01-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.057393413955696915,Fiscal Period,FY2025_Q1
2025-02-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.05742873697003207,Fiscal Period,FY2025_Q1
2025-03-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.055215349300594206,Fiscal Period,FY2025_Q1
2025-04-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.04824146699423034,Fiscal Period,FY2025_Q2
2025-05-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.04155990562041483,Fiscal Period,FY2025_Q2
2025-06-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.04265094875695876,Fiscal Period,FY2025_Q2
2022-01-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.04103165563345655,Fiscal Period,FY2022_Q1
2022-02-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.06727961206236346,Fiscal Period,FY2022_Q1
2022-03-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.04776339944800051,Fiscal Period,FY2022_Q1
2022-04-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.059875668530619465,Fiscal Period,FY2022_Q2
2022-05-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.049351332282682334,Fiscal Period,FY2022_Q2
2022-06-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.055602040635334325,Fiscal Period,FY2022_Q2
2022-07-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.056401308380298394,Fiscal Period,FY2021_Q3
2022-08-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.04554563366576581,Fiscal Period,FY2021_Q3
2022-09-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.06908753883293677,Fiscal Period,FY2021_Q3
2022-10-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.06325398470083345,Fiscal Period,FY2021_Q4
2022-11-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.06818496824692567,Fiscal Period,FY2021_Q4
2022-12-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.06684482051282947,Fiscal Period,FY2021_Q4
2023-01-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.05793699936433256,Fiscal Period,FY2023_Q1
2023-02-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.0676562270506935,Fiscal Period,FY2023_Q1
2023-03-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.042654775061557584,Fiscal Period,FY2023_Q1
2023-04-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.04587948587257436,Fiscal Period,FY2023_Q2
2023-05-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.04135681866731614,Fiscal Period,FY2023_Q2
2023-06-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.04975990992289793,Fiscal Period,FY2023_Q2
2023-07-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.051660318690684465,Fiscal Period,FY2022_Q3
2023-08-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.04814047095321688,Fiscal Period,FY2022_Q3
2023-09-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.06486212527455788,Fiscal Period,FY2022_Q3
2023-10-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.05070259980080768,Fiscal Period,FY2022_Q4
2023-11-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.048428035290621424,Fiscal Period,FY2022_Q4
2023-12-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.056280882494747456,Fiscal Period,FY2022_Q4
2024-01-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.04422772674924288,Fiscal Period,FY2024_Q1
2024-02-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.06406590942262119,Fiscal Period,FY2024_Q1
2024-03-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.04223651931039313,Fiscal Period,FY2024_Q1
2024-04-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.06960660809801553,Fiscal Period,FY2024_Q2
2024-05-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.06316734307889973,Fiscal Period,FY2024_Q2
2024-06-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.04596147044602517,Fiscal Period,FY2024_Q2
2024-07-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.04016566351370807,Fiscal Period,FY2023_Q3
2024-08-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.06446384285364504,Fiscal Period,FY2023_Q3
2024-09-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.06120572031542852,Fiscal Period,FY2023_Q3
2024-10-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.06187021504122962,Fiscal Period,FY2023_Q4
2024-11-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.06313811040057837,Fiscal Period,FY2023_Q4
2024-12-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.04222133955202271,Fiscal Period,FY2023_Q4
2025-01-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.050753971856328184,Fiscal Period,FY2025_Q1
2025-02-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.04347607178575389,Fiscal Period,FY2025_Q1
2025-03-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.06589310277626781,Fiscal Period,FY2025_Q1
2025-04-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.05869894380482674,Fiscal Period,FY2025_Q2
2025-05-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.049926940745579476,Fiscal Period,FY2025_Q2
2025-06-01,Competitor Best Home Loan Rate (<80% LVR),The most competitive rate available in the market from other banks for customers with <80% LVR.,Ava Kapoor,0.04190675050858071,Fiscal Period,FY2025_Q2
2022-01-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.028493872365571254,Fiscal Period,FY2022_Q1
2022-02-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.027546787067619618,Fiscal Period,FY2022_Q1
2022-03-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.015158832554303111,Fiscal Period,FY2022_Q1
2022-04-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.02319968092068358,Fiscal Period,FY2022_Q2
2022-05-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.026344444004024314,Fiscal Period,FY2022_Q2
2022-06-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.021104016231989244,Fiscal Period,FY2022_Q2
2022-07-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.02059301156712013,Fiscal Period,FY2021_Q3
2022-08-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.014837045818009034,Fiscal Period,FY2021_Q3
2022-09-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.011862055356117984,Fiscal Period,FY2021_Q3
2022-10-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.02794431515906653,Fiscal Period,FY2021_Q4
2022-11-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.028008361143266606,Fiscal Period,FY2021_Q4
2022-12-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.02266202914546536,Fiscal Period,FY2021_Q4
2023-01-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.016780595820974013,Fiscal Period,FY2023_Q1
2023-02-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.016984191492253217,Fiscal Period,FY2023_Q1
2023-03-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.024519113577404786,Fiscal Period,FY2023_Q1
2023-04-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.02794220519905154,Fiscal Period,FY2023_Q2
2023-05-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.027741728485302344,Fiscal Period,FY2023_Q2
2023-06-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.025597510917152476,Fiscal Period,FY2023_Q2
2023-07-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.022840632923085753,Fiscal Period,FY2022_Q3
2023-08-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.011682799299900976,Fiscal Period,FY2022_Q3
2023-09-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.013232574281892276,Fiscal Period,FY2022_Q3
2023-10-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.027971083770541583,Fiscal Period,FY2022_Q4
2023-11-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.022128581193191797,Fiscal Period,FY2022_Q4
2023-12-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.010183941032332593,Fiscal Period,FY2022_Q4
2024-01-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.012029430857320642,Fiscal Period,FY2024_Q1
2024-02-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.023270035382161113,Fiscal Period,FY2024_Q1
2024-03-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.010101231676924375,Fiscal Period,FY2024_Q1
2024-04-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.013216161028349972,Fiscal Period,FY2024_Q2
2024-05-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.020974675787331722,Fiscal Period,FY2024_Q2
2024-06-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.023837903953853865,Fiscal Period,FY2024_Q2
2024-07-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.02303922519005201,Fiscal Period,FY2023_Q3
2024-08-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.014485386189211195,Fiscal Period,FY2023_Q3
2024-09-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.024243584426950716,Fiscal Period,FY2023_Q3
2024-10-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.014744981749936001,Fiscal Period,FY2023_Q4
2024-11-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.016507993963185353,Fiscal Period,FY2023_Q4
2024-12-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.024929828102360482,Fiscal Period,FY2023_Q4
2025-01-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.02299265798094429,Fiscal Period,FY2025_Q1
2025-02-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.026984468209883556,Fiscal Period,FY2025_Q1
2025-03-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.023152257846006864,Fiscal Period,FY2025_Q1
2025-04-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.021366172066709432,Fiscal Period,FY2025_Q2
2025-05-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.011873495356561849,Fiscal Period,FY2025_Q2
2025-06-01,Home Loan 3-Monthly Attrition Rate (%),The percentage of home loan accounts closed or refinanced away from ANZ over a 3-month period.,Lucas Wang,0.01735431606118867,Fiscal Period,FY2025_Q2
2022-01-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,4446.0,Fiscal Period,FY2022_Q1
2022-02-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,2045.0,Fiscal Period,FY2022_Q1
2022-03-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,3797.0,Fiscal Period,FY2022_Q1
2022-04-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,2693.0,Fiscal Period,FY2022_Q2
2022-05-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,3085.0,Fiscal Period,FY2022_Q2
2022-06-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,3277.0,Fiscal Period,FY2022_Q2
2022-07-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,4436.0,Fiscal Period,FY2021_Q3
2022-08-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,1562.0,Fiscal Period,FY2021_Q3
2022-09-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,3485.0,Fiscal Period,FY2021_Q3
2022-10-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,2799.0,Fiscal Period,FY2021_Q4
2022-11-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,4354.0,Fiscal Period,FY2021_Q4
2022-12-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,3074.0,Fiscal Period,FY2021_Q4
2023-01-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,1225.0,Fiscal Period,FY2023_Q1
2023-02-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,4348.0,Fiscal Period,FY2023_Q1
2023-03-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,1797.0,Fiscal Period,FY2023_Q1
2023-04-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,4680.0,Fiscal Period,FY2023_Q2
2023-05-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,3331.0,Fiscal Period,FY2023_Q2
2023-06-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,3926.0,Fiscal Period,FY2023_Q2
2023-07-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,1959.0,Fiscal Period,FY2022_Q3
2023-08-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,2504.0,Fiscal Period,FY2022_Q3
2023-09-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,1452.0,Fiscal Period,FY2022_Q3
2023-10-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,4067.0,Fiscal Period,FY2022_Q4
2023-11-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,4900.0,Fiscal Period,FY2022_Q4
2023-12-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,1815.0,Fiscal Period,FY2022_Q4
2024-01-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,1658.0,Fiscal Period,FY2024_Q1
2024-02-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,4587.0,Fiscal Period,FY2024_Q1
2024-03-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,1546.0,Fiscal Period,FY2024_Q1
2024-04-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,2215.0,Fiscal Period,FY2024_Q2
2024-05-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,4120.0,Fiscal Period,FY2024_Q2
2024-06-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,4583.0,Fiscal Period,FY2024_Q2
2024-07-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,1016.0,Fiscal Period,FY2023_Q3
2024-08-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,4243.0,Fiscal Period,FY2023_Q3
2024-09-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,2243.0,Fiscal Period,FY2023_Q3
2024-10-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,3205.0,Fiscal Period,FY2023_Q4
2024-11-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,3524.0,Fiscal Period,FY2023_Q4
2024-12-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,2069.0,Fiscal Period,FY2023_Q4
2025-01-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,4444.0,Fiscal Period,FY2025_Q1
2025-02-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,3565.0,Fiscal Period,FY2025_Q1
2025-03-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,3146.0,Fiscal Period,FY2025_Q1
2025-04-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,4963.0,Fiscal Period,FY2025_Q2
2025-05-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,2768.0,Fiscal Period,FY2025_Q2
2025-06-01,Home Loan Application Volume,The total number of home loan applications received by ANZ in a given month.,Emma Johnston,2060.0,Fiscal Period,FY2025_Q2
2022-01-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,379.0,Fiscal Period,FY2022_Q1
2022-02-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1472.0,Fiscal Period,FY2022_Q1
2022-03-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,596.0,Fiscal Period,FY2022_Q1
2022-04-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,401.0,Fiscal Period,FY2022_Q2
2022-05-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,280.0,Fiscal Period,FY2022_Q2
2022-06-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,706.0,Fiscal Period,FY2022_Q2
2022-07-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1222.0,Fiscal Period,FY2021_Q3
2022-08-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,799.0,Fiscal Period,FY2021_Q3
2022-09-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1092.0,Fiscal Period,FY2021_Q3
2022-10-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1239.0,Fiscal Period,FY2021_Q4
2022-11-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,290.0,Fiscal Period,FY2021_Q4
2022-12-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,352.0,Fiscal Period,FY2021_Q4
2023-01-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1080.0,Fiscal Period,FY2023_Q1
2023-02-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1027.0,Fiscal Period,FY2023_Q1
2023-03-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1284.0,Fiscal Period,FY2023_Q1
2023-04-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1379.0,Fiscal Period,FY2023_Q2
2023-05-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1446.0,Fiscal Period,FY2023_Q2
2023-06-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,227.0,Fiscal Period,FY2023_Q2
2023-07-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,117.0,Fiscal Period,FY2022_Q3
